name,type,location,website
Saint Joseph's University,4 Year,"Philadelphia, PA",https://www.niche.com/colleges/saint-josephs-university/
Citadel Military College of South Carolina,4 Year,"Charleston, SC",https://www.niche.com/colleges/citadel-military-college-of-south-carolina/
University of Missouri - Kansas City,4 Year,"Kansas City, MO",https://www.niche.com/colleges/university-of-missouri---kansas-city/
Louisiana Tech University,4 Year,"Ruston, LA",https://www.niche.com/colleges/louisiana-tech-university/
Nebraska Wesleyan University,4 Year,"Lincoln, NE",https://www.niche.com/colleges/nebraska-wesleyan-university/
Berea College,4 Year,"Berea, KY",https://www.niche.com/colleges/berea-college/
Mercer University,4 Year,"Macon, GA",https://www.niche.com/colleges/mercer-university/
Embry-Riddle Aeronautical University - Prescott,4 Year,"Prescott, AZ",https://www.niche.com/colleges/embry-riddle-aeronautical-university---prescott/
Dunwoody College of Technology,4 Year,"Minneapolis, MN",https://www.niche.com/colleges/dunwoody-college-of-technology/
William Carey University,4 Year,"Hattiesburg, MS",https://www.niche.com/colleges/william-carey-university/
Valparaiso University,4 Year,"Valparaiso, IN",https://www.niche.com/colleges/valparaiso-university/
Regis University,4 Year,"Denver, CO",https://www.niche.com/colleges/regis-university/
St. Mary's University - Texas,4 Year,"San Antonio, TX",https://www.niche.com/colleges/st-marys-university---texas/
University of North Florida,4 Year,"Jacksonville, FL",https://www.niche.com/colleges/university-of-north-florida/
Harding University,4 Year,"Searcy, AR",https://www.niche.com/colleges/harding-university/
Ithaca College,4 Year,"Ithaca, NY",https://www.niche.com/colleges/ithaca-college/
Bryant University,4 Year,"Smithfield, RI",https://www.niche.com/colleges/bryant-university/
Earlham College,4 Year,"Richmond, IN",https://www.niche.com/colleges/earlham-college/
Emerson College,4 Year,"Boston, MA",https://www.niche.com/colleges/emerson-college/
Howard University,4 Year,"Washington, DC",https://www.niche.com/colleges/howard-university/
St. Mary's College of Maryland,4 Year,"St. Mary's City, MD",https://www.niche.com/colleges/st-marys-college-of-maryland/
Truman State University,4 Year,"Kirksville, MO",https://www.niche.com/colleges/truman-state-university/
Centre College,4 Year,"Danville, KY",https://www.niche.com/colleges/centre-college/
Maryville University,4 Year,"Saint Louis, MO",https://www.niche.com/colleges/maryville-university/
University of the Sciences,4 Year,"Philadelphia, PA",https://www.niche.com/colleges/university-of-the-sciences/
Seattle Pacific University,4 Year,"Seattle, WA",https://www.niche.com/colleges/seattle-pacific-university/
Knox College,4 Year,"Galesburg, IL",https://www.niche.com/colleges/knox-college/
Loyola University New Orleans,4 Year,"New Orleans, LA",https://www.niche.com/colleges/loyola-university-new-orleans/
College of Saint Benedict,4 Year,"Saint Joseph, MN",https://www.niche.com/colleges/college-of-saint-benedict/
Catholic University of America,4 Year,"Washington, DC",https://www.niche.com/colleges/catholic-university-of-america/
University of Massachusetts - Lowell,4 Year,"Lowell, MA",https://www.niche.com/colleges/university-of-massachusetts---lowell/
Nova Southeastern University,4 Year,"Fort Lauderdale, FL",https://www.niche.com/colleges/nova-southeastern-university/
Stanbridge University,4 Year,"Irvine, CA",https://www.niche.com/colleges/stanbridge-university/
Wheaton College - Massachusetts,4 Year,"Norton, MA",https://www.niche.com/colleges/wheaton-college---massachusetts/
Azusa Pacific University,4 Year,"Azusa, CA",https://www.niche.com/colleges/azusa-pacific-university/
Fashion Institute of Design & Merchandising - Los Angeles,4 Year,"Los Angeles, CA",https://www.niche.com/colleges/fashion-institute-of-design--and--merchandising---los-angeles/
Willamette University,4 Year,"Salem, OR",https://www.niche.com/colleges/willamette-university/
St. Bonaventure University,4 Year,"Saint Bonaventure, NY",https://www.niche.com/colleges/st-bonaventure-university/
Hampden-Sydney College,4 Year,"Hampden-Sydney, VA",https://www.niche.com/colleges/hampden-sydney-college/
New Jersey Institute of Technology,4 Year,"Newark, NJ",https://www.niche.com/colleges/new-jersey-institute-of-technology/
Arizona State University - Downtown Phoenix Campus,4 Year,"Phoenix, AZ",https://www.niche.com/colleges/arizona-state-university---downtown-phoenix-campus/
Northwest Nazarene University,4 Year,"Nampa, ID",https://www.niche.com/colleges/northwest-nazarene-university/
North Dakota State University,4 Year,"Fargo, ND",https://www.niche.com/colleges/north-dakota-state-university/
Eastern Mennonite University,4 Year,"Harrisonburg, VA",https://www.niche.com/colleges/eastern-mennonite-university/
University of South Carolina Sumter,2 Year,"Sumter, SC",https://www.niche.com/colleges/university-of-south-carolina-sumter/
College of Charleston,4 Year,"Charleston, SC",https://www.niche.com/colleges/college-of-charleston/
Washington College,4 Year,"Chestertown, MD",https://www.niche.com/colleges/washington-college/
University of La Verne,4 Year,"La Verne, CA",https://www.niche.com/colleges/university-of-la-verne/
Texas State University,4 Year,"San Marcos, TX",https://www.niche.com/colleges/texas-state-university/
Loras College,4 Year,"Dubuque, IA",https://www.niche.com/colleges/loras-college/
MidAmerica Nazarene University,4 Year,"Olathe, KS",https://www.niche.com/colleges/midamerica-nazarene-university/
University of North Dakota,4 Year,"Grand Forks, ND",https://www.niche.com/colleges/university-of-north-dakota/
University of North Carolina at Asheville,4 Year,"Asheville, NC",https://www.niche.com/colleges/university-of-north-carolina-at-asheville/
Western Iowa Tech Community College,2 Year,"Sioux City, IA",https://www.niche.com/colleges/western-iowa-tech-community-college/
Eckerd College,4 Year,"Saint Petersburg, FL",https://www.niche.com/colleges/eckerd-college/
Virginia Commonwealth University,4 Year,"Richmond, VA",https://www.niche.com/colleges/virginia-commonwealth-university/
University of Nevada - Reno,4 Year,"Reno, NV",https://www.niche.com/colleges/university-of-nevada---reno/
Austin College,4 Year,"Sherman, TX",https://www.niche.com/colleges/austin-college/
Lake Area Technical Institute,2 Year,"Watertown, SD",https://www.niche.com/colleges/lake-area-technical-institute/
Presbyterian College,4 Year,"Clinton, SC",https://www.niche.com/colleges/presbyterian-college/
Simmons University,4 Year,"Boston, MA",https://www.niche.com/colleges/simmons-university/
Davis Applied Technology College,2 Year,"Kaysville, UT",https://www.niche.com/colleges/davis-applied-technology-college/
Andrews University,4 Year,"Berrien Springs, MI",https://www.niche.com/colleges/andrews-university/
"University at Albany, SUNY",4 Year,"Albany, NY",https://www.niche.com/colleges/university-at-albany-suny/
Martin Luther College,4 Year,"New Ulm, MN",https://www.niche.com/colleges/martin-luther-college/
The Master's University,4 Year,"Santa Clarita, CA",https://www.niche.com/colleges/the-masters-university/
Saint Mary's College - Indiana,4 Year,"Notre Dame, IN",https://www.niche.com/colleges/saint-marys-college---indiana/
Transylvania University,4 Year,"Lexington, KY",https://www.niche.com/colleges/transylvania-university/
Salisbury University,4 Year,"Salisbury, MD",https://www.niche.com/colleges/salisbury-university/
University of Wisconsin - Eau Claire,4 Year,"Eau Claire, WI",https://www.niche.com/colleges/university-of-wisconsin---eau-claire/
Ursinus College,4 Year,"Collegeville, PA",https://www.niche.com/colleges/ursinus-college/
Tennessee Technology Center at Jackson,2 Year,"Jackson, TN",https://www.niche.com/colleges/tennessee-technology-center-at-jackson/
Fashion Institute of Technology,4 Year,"New York, NY",https://www.niche.com/colleges/fashion-institute-of-technology/
University of Illinois at Chicago,4 Year,"Chicago, IL",https://www.niche.com/colleges/university-of-illinois-at-chicago/
University of South Florida - St. Petersburg,4 Year,"St. Petersburg, FL",https://www.niche.com/colleges/university-of-south-florida---st-petersburg/
University of North Carolina - Wilmington,4 Year,"Wilmington, NC",https://www.niche.com/colleges/university-of-north-carolina---wilmington/
University of Northern Iowa,4 Year,"Cedar Falls, IA",https://www.niche.com/colleges/university-of-northern-iowa/
Roanoke College,4 Year,"Salem, VA",https://www.niche.com/colleges/roanoke-college/
California State University - Fullerton,4 Year,"Fullerton, CA",https://www.niche.com/colleges/california-state-university---fullerton/
Milligan College,4 Year,"Milligan College, TN",https://www.niche.com/colleges/milligan-college/
CUNY John Jay College of Criminal Justice,4 Year,"New York, NY",https://www.niche.com/colleges/cuny-john-jay-college-of-criminal-justice/
Marion Military Institute,2 Year,"Marion, AL",https://www.niche.com/colleges/marion-military-institute/
Wayne State University,4 Year,"Detroit, MI",https://www.niche.com/colleges/wayne-state-university/
Goshen College,4 Year,"Goshen, IN",https://www.niche.com/colleges/goshen-college/
University of North Texas,4 Year,"Denton, TX",https://www.niche.com/colleges/university-of-north-texas/
Spalding University,4 Year,"Louisville, KY",https://www.niche.com/colleges/spalding-university/
Lipscomb University,4 Year,"Nashville, TN",https://www.niche.com/colleges/lipscomb-university/
Mississippi College,4 Year,"Clinton, MS",https://www.niche.com/colleges/mississippi-college/
University of North Carolina School of the Arts,4 Year,"Winston-Salem, NC",https://www.niche.com/colleges/university-of-north-carolina-school-of-the-arts/
Elon University,4 Year,"Elon, NC",https://www.niche.com/colleges/elon-university/
Manhattan College,4 Year,"Riverdale, NY",https://www.niche.com/colleges/manhattan-college/
University of St. Thomas - Texas,4 Year,"Houston, TX",https://www.niche.com/colleges/university-of-st-thomas---texas/
Ohio State University Agricultural Technical Institute,2 Year,"Wooster, OH",https://www.niche.com/colleges/ohio-state-university-agricultural-technical-institute/
Stonehill College,4 Year,"Easton, MA",https://www.niche.com/colleges/stonehill-college/
Adelphi University,4 Year,"Garden City, NY",https://www.niche.com/colleges/adelphi-university/
Maine Maritime Academy,4 Year,"Castine, ME",https://www.niche.com/colleges/maine-maritime-academy/
University of Washington - Tacoma,4 Year,"Tacoma, WA",https://www.niche.com/colleges/university-of-washington---tacoma/
Saint Edward's University,4 Year,"Austin, TX",https://www.niche.com/colleges/saint-edwards-university/
California Baptist University,4 Year,"Riverside, CA",https://www.niche.com/colleges/california-baptist-university/
University of Nebraska at Kearney,4 Year,"Kearney, NE",https://www.niche.com/colleges/university-of-nebraska-at-kearney/
Christopher Newport University,4 Year,"Newport News, VA",https://www.niche.com/colleges/christopher-newport-university/
University of Texas - Arlington,4 Year,"Arlington, TX",https://www.niche.com/colleges/university-of-texas---arlington/
California State University - Chico,4 Year,"Chico, CA",https://www.niche.com/colleges/california-state-university---chico/
University of North Carolina at Charlotte,4 Year,"Charlotte, NC",https://www.niche.com/colleges/university-of-north-carolina-at-charlotte/
Drew University,4 Year,"Madison, NJ",https://www.niche.com/colleges/drew-university/
Western Washington University,4 Year,"Bellingham, WA",https://www.niche.com/colleges/western-washington-university/
San Jacinto College,2 Year,"Pasadena, TX",https://www.niche.com/colleges/san-jacinto-college/
Northeast Wisconsin Technical College,2 Year,"Green Bay, WI",https://www.niche.com/colleges/northeast-wisconsin-technical-college/
University of Louisiana - Lafayette,4 Year,"Lafayette, LA",https://www.niche.com/colleges/university-of-louisiana---lafayette/
Washington & Jefferson College,4 Year,"Washington, PA",https://www.niche.com/colleges/washington--and--jefferson-college/
University of Minnesota - Crookston,4 Year,"Crookston, MN",https://www.niche.com/colleges/university-of-minnesota---crookston/
Pittsburg State University,4 Year,"Pittsburg, KS",https://www.niche.com/colleges/pittsburg-state-university/
Grand Valley State University,4 Year,"Allendale, MI",https://www.niche.com/colleges/grand-valley-state-university/
Wittenberg University,4 Year,"Springfield, OH",https://www.niche.com/colleges/wittenberg-university/
Hofstra University,4 Year,"Hempstead, NY",https://www.niche.com/colleges/hofstra-university/
South Dakota State University,4 Year,"Brookings, SD",https://www.niche.com/colleges/south-dakota-state-university/
Indiana Wesleyan University,4 Year,"Marion, IN",https://www.niche.com/colleges/indiana-wesleyan-university/
Baldwin Wallace University,4 Year,"Berea, OH",https://www.niche.com/colleges/baldwin-wallace-university/
Rutgers University - Camden,4 Year,"Camden, NJ",https://www.niche.com/colleges/rutgers-university---camden/
